case_id,State abv.,Metro,Areaname,County,Family,Housing,Food,Transportation,Healthcare,Other Necessities ,Childcare,Taxes,Total,median_family_income,num_counties_in_st,st_cost_rank,st_med_aff_rank,st_income_rank
2688,TX,0,"Kinney County, TX",Kinney County,2p2c,"$10,068","$6,986","$14,415","$16,453","$6,179","$8,594","$4,259","$66,954"," 54,886 ", 254 , 222 , 56 , 209 
2689,TX,0,"Kleberg County, TX",Kleberg County,2p2c,"$10,776","$8,575","$13,300","$16,094","$7,012","$9,181","$4,740","$69,677"," 53,731 ", 254 , 120 , 35 , 216 
2690,TX,0,"Knox County, TX",Knox County,2p2c,"$8,808","$8,425","$15,054","$16,453","$6,244","$8,147","$4,353","$67,484"," 64,026 ", 254 , 202 , 159 , 133 
2691,TX,0,"Lamar County, TX",Lamar County,2p2c,"$9,216","$7,885","$13,925","$16,453","$6,196","$8,505","$4,148","$66,329"," 58,433 ", 254 , 235 , 95 , 184 
2692,TX,0,"Lamb County, TX",Lamb County,2p2c,"$8,808","$9,115","$14,513","$16,453","$6,494","$8,065","$4,421","$67,869"," 58,591 ", 254 , 188 , 80 , 182 
2693,TX,1,"Lampasas County, TX HUD Metro FMR Area",Lampasas County,2p2c,"$9,552","$7,855","$15,120","$16,026","$6,307","$10,708","$4,875","$70,443"," 75,031 ", 254 , 100 , 216 , 51 
2694,TX,0,"La Salle County, TX",La Salle County,2p2c,"$8,808","$7,466","$14,388","$16,453","$5,897","$8,302","$3,961","$65,274"," 55,960 ", 254 , 244 , 75 , 199 
2695,TX,0,"Lavaca County, TX",Lavaca County,2p2c,"$9,324","$7,855","$15,549","$16,453","$6,225","$8,443","$4,507","$68,357"," 71,773 ", 254 , 166 , 210 , 69 
2696,TX,0,"Lee County, TX",Lee County,2p2c,"$10,932","$9,504","$15,572","$16,453","$7,405","$8,900","$5,555","$74,321"," 65,548 ", 254 , 50 , 97 , 111 
2697,TX,0,"Leon County, TX",Leon County,2p2c,"$8,808","$8,245","$15,840","$16,453","$6,179","$8,171","$4,474","$68,170"," 58,707 ", 254 , 172 , 78 , 180 
2698,TX,1,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Liberty County,2p2c,"$10,661","$8,425","$15,260","$15,667","$6,916","$11,457","$5,474","$73,859"," 62,586 ", 254 , 54 , 68 , 151 
2699,TX,0,"Limestone County, TX",Limestone County,2p2c,"$9,432","$8,485","$14,290","$16,453","$6,492","$8,281","$4,418","$67,851"," 55,565 ", 254 , 189 , 54 , 204 
2700,TX,0,"Lipscomb County, TX",Lipscomb County,2p2c,"$9,084","$9,444","$16,483","$16,453","$6,714","$8,228","$5,053","$71,459"," 68,541 ", 254 , 81 , 169 , 89 
2701,TX,0,"Live Oak County, TX",Live Oak County,2p2c,"$8,808","$8,335","$14,649","$16,094","$6,212","$8,343","$4,204","$66,644"," 71,089 ", 254 , 226 , 217 , 73 
2702,TX,0,"Llano County, TX",Llano County,2p2c,"$10,548","$6,416","$15,170","$16,417","$6,147","$8,833","$4,438","$67,969"," 64,507 ", 254 , 185 , 161 , 127 
2703,TX,0,"Loving County, TX",Loving County,2p2c,"$9,492","$9,474","$15,319","$16,453","$6,872","$8,458","$4,981","$71,050"," 105,678 ", 254 , 90 , 254 , 6 
2704,TX,1,"Lubbock, TX HUD Metro FMR Area",Lubbock County,2p2c,"$10,799","$9,234","$13,785","$15,379","$7,259","$11,663","$5,418","$73,538"," 71,320 ", 254 , 55 , 181 , 72 
2705,TX,1,"Lynn County, TX HUD Metro FMR Area",Lynn County,2p2c,"$8,808","$9,175","$14,957","$16,349","$6,516","$10,680","$5,070","$71,554"," 57,603 ", 254 , 80 , 45 , 186 
2706,TX,0,"McCulloch County, TX",McCulloch County,2p2c,"$10,188","$8,305","$14,556","$16,453","$6,701","$8,636","$4,719","$69,558"," 60,592 ", 254 , 125 , 84 , 165 
2707,TX,1,"Waco, TX HUD Metro FMR Area",McLennan County,2p2c,"$11,208","$7,675","$13,871","$16,313","$6,842","$11,493","$5,265","$72,668"," 64,410 ", 254 , 64 , 106 , 128 
2708,TX,0,"McMullen County, TX",McMullen County,2p2c,"$9,492","$8,185","$16,505","$16,453","$6,405","$8,458","$4,860","$70,359"," 67,514 ", 254 , 103 , 172 , 95 
2709,TX,0,"Madison County, TX",Madison County,2p2c,"$10,644","$8,215","$14,312","$16,453","$6,833","$8,699","$4,787","$69,943"," 65,174 ", 254 , 114 , 143 , 113 
2710,TX,0,"Marion County, TX",Marion County,2p2c,"$8,808","$8,785","$14,280","$16,094","$6,375","$8,240","$4,234","$66,816"," 49,888 ", 254 , 224 , 27 , 234 
2711,TX,1,"Martin County, TX HUD Metro FMR Area",Martin County,2p2c,"$8,808","$8,725","$15,635","$16,349","$6,353","$10,634","$5,074","$71,579"," 83,879 ", 254 , 78 , 239 , 26 
2712,TX,0,"Mason County, TX",Mason County,2p2c,"$9,936","$7,615","$15,873","$16,453","$6,360","$8,684","$4,736","$69,658"," 64,209 ", 254 , 121 , 130 , 130 
2713,TX,0,"Matagorda County, TX",Matagorda County,2p2c,"$9,696","$8,455","$14,039","$16,453","$6,577","$8,715","$4,525","$68,461"," 61,672 ", 254 , 162 , 116 , 158 
2714,TX,0,"Maverick County, TX",Maverick County,2p2c,"$8,832","$7,795","$13,357","$16,453","$6,025","$8,167","$3,813","$64,441"," 45,758 ", 254 , 246 , 16 , 239 
2715,TX,1,"Medina County, TX HUD Metro FMR Area",Medina County,2p2c,"$10,392","$8,605","$15,409","$16,062","$6,883","$11,115","$5,491","$73,957"," 80,679 ", 254 , 52 , 223 , 33 
2716,TX,0,"Menard County, TX",Menard County,2p2c,"$8,808","$8,335","$14,867","$16,453","$6,212","$8,192","$4,296","$67,163"," 55,261 ", 254 , 215 , 57 , 206 
2717,TX,1,"Midland, TX HUD Metro FMR Area",Midland County,2p2c,"$16,692","$8,995","$14,403","$15,271","$9,307","$14,135","$7,662","$86,465"," 96,751 ", 254 , 6 , 232 , 14 
2718,TX,0,"Milam County, TX",Milam County,2p2c,"$8,808","$9,085","$14,162","$16,417","$6,483","$8,472","$4,416","$67,843"," 61,967 ", 254 , 190 , 122 , 157 
2719,TX,0,"Mills County, TX",Mills County,2p2c,"$8,808","$8,125","$15,919","$16,453","$6,136","$8,147","$4,451","$68,038"," 63,835 ", 254 , 182 , 149 , 134 
2720,TX,0,"Mitchell County, TX",Mitchell County,2p2c,"$8,808","$8,875","$14,917","$16,453","$6,407","$8,274","$4,482","$68,216"," 80,383 ", 254 , 170 , 242 , 34 
2721,TX,0,"Montague County, TX",Montague County,2p2c,"$10,548","$8,665","$15,175","$16,453","$6,962","$8,789","$5,093","$71,684"," 63,473 ", 254 , 76 , 105 , 142 
2722,TX,1,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Montgomery County,2p2c,"$15,089","$9,145","$14,696","$13,188","$8,781","$13,585","$6,760","$81,243"," 98,536 ", 254 , 18 , 246 , 12 
2723,TX,0,"Moore County, TX",Moore County,2p2c,"$9,876","$8,425","$13,729","$16,453","$6,631","$8,527","$4,462","$68,103"," 60,704 ", 254 , 176 , 110 , 163 
2724,TX,0,"Morris County, TX",Morris County,2p2c,"$8,808","$8,575","$14,377","$16,094","$6,299","$8,455","$4,240","$66,846"," 54,215 ", 254 , 223 , 49 , 211 
2725,TX,0,"Motley County, TX",Motley County,2p2c,"$8,808","$8,575","$15,069","$16,453","$6,299","$8,199","$4,411","$67,814"," 64,889 ", 254 , 191 , 167 , 120 
2726,TX,0,"Nacogdoches County, TX",Nacogdoches County,2p2c,"$10,056","$9,085","$13,773","$16,453","$6,935","$8,653","$4,743","$69,699"," 59,786 ", 254 , 119 , 76 , 173 
2727,TX,0,"Navarro County, TX",Navarro County,2p2c,"$9,876","$7,675","$13,822","$16,453","$6,360","$8,800","$4,321","$67,307"," 59,408 ", 254 , 208 , 100 , 176 
2728,TX,1,"Newton County, TX HUD Metro FMR Area",Newton County,2p2c,"$8,808","$8,605","$14,725","$15,990","$6,309","$10,311","$4,699","$69,448"," 50,766 ", 254 , 127 , 22 , 232 
2729,TX,0,"Nolan County, TX",Nolan County,2p2c,"$8,844","$8,755","$13,817","$16,453","$6,377","$8,483","$4,266","$66,995"," 59,261 ", 254 , 220 , 101 , 177 
2730,TX,1,"Corpus Christi, TX HUD Metro FMR Area",Nueces County,2p2c,"$13,018","$8,335","$13,695","$15,200","$7,737","$12,400","$5,897","$76,280"," 70,003 ", 254 , 41 , 128 , 81 
2731,TX,0,"Ochiltree County, TX",Ochiltree County,2p2c,"$9,228","$8,725","$14,736","$16,453","$6,505","$8,327","$4,533","$68,507"," 62,226 ", 254 , 159 , 120 , 155 
2732,TX,1,"Oldham County, TX HUD Metro FMR Area",Oldham County,2p2c,"$12,300","$9,085","$16,058","$16,349","$7,748","$11,919","$6,545","$80,005"," 76,932 ", 254 , 24 , 174 , 40 
2733,TX,1,"Beaumont-Port Arthur, TX HUD Metro FMR Area",Orange County,2p2c,"$10,154","$8,545","$14,612","$16,672","$6,775","$10,836","$5,306","$72,900"," 75,767 ", 254 , 62 , 204 , 44 
2734,TX,0,"Palo Pinto County, TX",Palo Pinto County,2p2c,"$9,552","$8,515","$13,972","$16,453","$6,546","$8,577","$4,457","$68,072"," 60,378 ", 254 , 180 , 107 , 166 
2735,TX,0,"Panola County, TX",Panola County,2p2c,"$9,396","$8,455","$15,431","$16,453","$6,468","$8,285","$4,644","$69,131"," 61,010 ", 254 , 138 , 99 , 162 
2736,TX,1,"Fort Worth-Arlington, TX HUD Metro FMR Area",Parker County,2p2c,"$14,067","$9,264","$15,369","$16,744","$8,454","$13,040","$7,274","$84,212"," 92,519 ", 254 , 12 , 226 , 16 
2737,TX,0,"Parmer County, TX",Parmer County,2p2c,"$8,808","$9,085","$13,998","$16,453","$6,483","$8,259","$4,343","$67,428"," 66,744 ", 254 , 205 , 186 , 99 
2738,TX,0,"Pecos County, TX",Pecos County,2p2c,"$10,776","$8,785","$14,589","$16,453","$7,088","$9,219","$5,160","$72,070"," 62,824 ", 254 , 70 , 86 , 147 
2739,TX,0,"Polk County, TX",Polk County,2p2c,"$9,084","$8,305","$14,405","$16,453","$6,301","$8,366","$4,306","$67,219"," 59,631 ", 254 , 213 , 108 , 175 
2740,TX,1,"Amarillo, TX HUD Metro FMR Area",Potter County,2p2c,"$10,247","$8,665","$14,059","$16,421","$6,852","$11,133","$5,260","$72,637"," 54,114 ", 254 , 65 , 26 , 213 
2741,TX,0,"Presidio County, TX",Presidio County,2p2c,"$8,808","$9,474","$13,818","$16,453","$6,624","$8,302","$4,428","$67,908"," 34,313 ", 254 , 187 , 4 , 250 
2742,TX,0,"Rains County, TX",Rains County,2p2c,"$8,808","$8,845","$15,529","$16,453","$6,396","$8,263","$4,602","$68,895"," 71,082 ", 254 , 145 , 202 , 74 
2743,TX,1,"Amarillo, TX HUD Metro FMR Area",Randall County,2p2c,"$11,702","$9,984","$14,488","$16,421","$7,858","$11,815","$6,294","$78,561"," 86,616 ", 254 , 27 , 227 , 22 
2744,TX,0,"Reagan County, TX",Reagan County,2p2c,"$11,688","$8,695","$14,364","$16,453","$7,385","$9,168","$5,340","$73,093"," 81,504 ", 254 , 61 , 231 , 30 
2745,TX,0,"Real County, TX",Real County,2p2c,"$10,272","$7,735","$14,963","$16,453","$6,525","$8,766","$4,692","$69,406"," 51,290 ", 254 , 130 , 23 , 229 
2746,TX,0,"Red River County, TX",Red River County,2p2c,"$8,808","$8,395","$14,674","$16,094","$6,233","$8,147","$4,185","$66,536"," 53,476 ", 254 , 230 , 44 , 217 
2747,TX,0,"Reeves County, TX",Reeves County,2p2c,"$9,456","$8,725","$13,921","$16,453","$6,588","$8,544","$4,472","$68,157"," 63,816 ", 254 , 173 , 146 , 135 
2748,TX,0,"Refugio County, TX",Refugio County,2p2c,"$9,084","$8,155","$14,513","$16,094","$6,246","$8,318","$4,198","$66,609"," 62,782 ", 254 , 227 , 153 , 148 
2749,TX,0,"Roberts County, TX",Roberts County,2p2c,"$9,492","$9,534","$18,681","$16,453","$6,894","$8,458","$5,713","$75,226"," 75,728 ", 254 , 46 , 190 , 46 
2750,TX,1,"College Station-Bryan, TX MSA",Robertson County,2p2c,"$8,296","$8,005","$15,413","$16,780","$5,907","$10,429","$4,717","$69,546"," 65,171 ", 254 , 126 , 147 , 114 
2751,TX,1,"Dallas, TX HUD Metro FMR Area",Rockwall County,2p2c,"$19,933","$9,294","$15,028","$14,948","$10,590","$15,795","$9,154","$94,742"," 115,778 ", 254 , 1 , 247 , 2 
2752,TX,0,"Runnels County, TX",Runnels County,2p2c,"$8,952","$8,545","$14,558","$16,453","$6,340","$8,116","$4,316","$67,280"," 56,510 ", 254 , 209 , 66 , 193 
2753,TX,1,"Rusk County, TX HUD Metro FMR Area",Rusk County,2p2c,"$9,048","$8,455","$15,129","$15,164","$6,342","$10,516","$4,679","$69,333"," 65,787 ", 254 , 133 , 160 , 107 
2754,TX,0,"Sabine County, TX",Sabine County,2p2c,"$8,808","$8,875","$14,782","$16,453","$6,407","$8,302","$4,459","$68,086"," 51,531 ", 254 , 177 , 31 , 225 
2755,TX,0,"San Augustine County, TX",San Augustine County,2p2c,"$9,204","$8,695","$14,884","$16,453","$6,485","$8,288","$4,541","$68,550"," 48,518 ", 254 , 158 , 15 , 236 
2756,TX,0,"San Jacinto County, TX",San Jacinto County,2p2c,"$8,808","$9,894","$15,581","$15,770","$6,777","$8,155","$4,750","$69,734"," 55,843 ", 254 , 116 , 41 , 201 
2757,TX,1,"Corpus Christi, TX HUD Metro FMR Area",San Patricio County,2p2c,"$12,480","$8,365","$14,871","$15,200","$7,553","$12,149","$5,946","$76,564"," 65,036 ", 254 , 40 , 71 , 116 
2758,TX,0,"San Saba County, TX",San Saba County,2p2c,"$8,808","$7,915","$15,001","$16,417","$6,060","$8,153","$4,185","$66,539"," 60,154 ", 254 , 229 , 119 , 167 
2759,TX,0,"Schleicher County, TX",Schleicher County,2p2c,"$9,492","$8,275","$15,059","$16,453","$6,438","$8,458","$4,577","$68,752"," 68,772 ", 254 , 150 , 187 , 88 
2760,TX,0,"Scurry County, TX",Scurry County,2p2c,"$10,524","$8,845","$14,992","$16,453","$7,018","$8,868","$5,116","$71,816"," 69,259 ", 254 , 73 , 175 , 85 
2761,TX,0,"Shackelford County, TX",Shackelford County,2p2c,"$8,808","$8,725","$15,581","$16,453","$6,353","$8,211","$4,567","$68,697"," 56,989 ", 254 , 154 , 64 , 189 
2762,TX,0,"Shelby County, TX",Shelby County,2p2c,"$8,808","$8,845","$14,376","$16,453","$6,396","$8,390","$4,382","$67,651"," 51,232 ", 254 , 197 , 32 , 231 
2763,TX,0,"Sherman County, TX",Sherman County,2p2c,"$8,808","$8,785","$15,604","$16,453","$6,375","$8,350","$4,619","$68,994"," 64,889 ", 254 , 141 , 150 , 120 
2764,TX,1,"Tyler, TX MSA",Smith County,2p2c,"$13,020","$8,755","$14,483","$15,235","$7,890","$12,368","$6,186","$77,937"," 71,438 ", 254 , 33 , 126 , 71 
2765,TX,1,"Somervell County, TX HUD Metro FMR Area",Somervell County,2p2c,"$10,668","$8,545","$15,093","$16,349","$6,962","$11,563","$5,642","$74,822"," 66,193 ", 254 , 49 , 102 , 104 
2766,TX,0,"Starr County, TX",Starr County,2p2c,"$8,808","$7,675","$13,561","$13,507","$5,973","$8,178","$3,177","$60,879"," 34,122 ", 254 , 254 , 5 , 251 
2767,TX,0,"Stephens County, TX",Stephens County,2p2c,"$8,808","$8,905","$14,911","$16,453","$6,418","$8,302","$4,496","$68,293"," 54,051 ", 254 , 169 , 39 , 214 
2768,TX,0,"Sterling County, TX",Sterling County,2p2c,"$9,492","$8,725","$16,646","$16,453","$6,601","$8,458","$5,047","$71,422"," 72,786 ", 254 , 82 , 199 , 62 
2769,TX,0,"Stonewall County, TX",Stonewall County,2p2c,"$9,492","$8,575","$15,788","$16,453","$6,546","$8,458","$4,820","$70,133"," 72,273 ", 254 , 109 , 201 , 68 
2770,TX,0,"Sutton County, TX",Sutton County,2p2c,"$8,808","$7,585","$15,166","$16,453","$5,940","$8,211","$4,144","$66,308"," 62,423 ", 254 , 236 , 152 , 153 
2771,TX,0,"Swisher County, TX",Swisher County,2p2c,"$8,808","$9,055","$14,630","$16,453","$6,472","$8,155","$4,447","$68,019"," 48,305 ", 254 , 183 , 17 , 237 
2772,TX,1,"Fort Worth-Arlington, TX HUD Metro FMR Area",Tarrant County,2p2c,"$14,998","$8,725","$13,747","$12,613","$8,596","$13,484","$6,272","$78,434"," 82,001 ", 254 , 30 , 207 , 28 
2773,TX,1,"Abilene, TX MSA",Taylor County,2p2c,"$11,690","$8,725","$14,033","$16,277","$7,397","$11,967","$5,835","$75,924"," 66,941 ", 254 , 43 , 96 , 97 
2774,TX,0,"Terrell County, TX",Terrell County,2p2c,"$10,176","$7,765","$15,599","$16,453","$6,501","$8,705","$4,796","$69,995"," 55,947 ", 254 , 112 , 40 , 200 
2775,TX,0,"Terry County, TX",Terry County,2p2c,"$8,808","$9,175","$14,537","$16,453","$6,516","$8,155","$4,462","$68,106"," 50,651 ", 254 , 175 , 24 , 233 
2776,TX,0,"Throckmorton County, TX",Throckmorton County,2p2c,"$8,808","$8,905","$15,083","$16,453","$6,418","$8,302","$4,532","$68,502"," 61,459 ", 254 , 160 , 113 , 160 
2777,TX,0,"Titus County, TX",Titus County,2p2c,"$8,808","$8,575","$13,990","$16,094","$6,299","$8,314","$4,126","$66,205"," 56,187 ", 254 , 239 , 70 , 195 
2778,TX,1,"San Angelo, TX MSA",Tom Green County,2p2c,"$11,734","$8,245","$14,415","$17,786","$7,239","$11,831","$6,080","$77,331"," 70,791 ", 254 , 34 , 123 , 77 
2779,TX,1,"Austin-Round Rock, TX MSA",Travis County,2p2c,"$17,428","$9,924","$13,502","$13,367","$9,911","$14,318","$7,589","$86,039"," 99,445 ", 254 , 7 , 236 , 9 
2780,TX,0,"Trinity County, TX",Trinity County,2p2c,"$10,032","$8,335","$14,361","$16,453","$6,655","$8,622","$4,637","$69,095"," 52,186 ", 254 , 139 , 30 , 221 
2781,TX,0,"Tyler County, TX",Tyler County,2p2c,"$8,808","$8,395","$14,946","$16,094","$6,233","$8,242","$4,264","$66,981"," 62,190 ", 254 , 221 , 138 , 156 
2782,TX,1,"Longview, TX HUD Metro FMR Area",Upshur County,2p2c,"$9,970","$8,755","$15,411","$14,661","$6,785","$11,029","$5,097","$71,706"," 65,966 ", 254 , 75 , 129 , 105 
2783,TX,0,"Upton County, TX",Upton County,2p2c,"$8,808","$8,755","$15,413","$16,453","$6,364","$8,217","$4,541","$68,551"," 73,602 ", 254 , 157 , 220 , 59 
2784,TX,0,"Uvalde County, TX",Uvalde County,2p2c,"$8,808","$6,866","$14,233","$16,453","$5,679","$8,317","$3,754","$64,110"," 53,048 ", 254 , 248 , 61 , 220 
2785,TX,0,"Val Verde County, TX",Val Verde County,2p2c,"$9,552","$6,986","$13,261","$16,453","$5,992","$8,418","$3,820","$64,482"," 51,954 ", 254 , 245 , 46 , 223 
2786,TX,0,"Van Zandt County, TX",Van Zandt County,2p2c,"$9,612","$8,965","$15,349","$16,453","$6,731","$8,590","$4,903","$70,603"," 65,721 ", 254 , 97 , 141 , 109 
2787,TX,1,"Victoria, TX MSA",Victoria County,2p2c,"$12,560","$7,466","$14,393","$17,211","$7,256","$11,955","$5,994","$76,835"," 70,408 ", 254 , 38 , 125 , 78 
2788,TX,0,"Walker County, TX",Walker County,2p2c,"$11,652","$8,215","$13,938","$16,453","$7,199","$9,380","$5,145","$71,981"," 66,667 ", 254 , 71 , 133 , 101 
2789,TX,1,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Waller County,2p2c,"$11,752","$9,684","$15,167","$15,667","$7,767","$11,982","$6,242","$78,262"," 75,866 ", 254 , 32 , 180 , 43 
2790,TX,0,"Ward County, TX",Ward County,2p2c,"$10,056","$8,605","$14,384","$16,453","$6,762","$8,650","$4,734","$69,642"," 70,328 ", 254 , 122 , 192 , 80 
2791,TX,0,"Washington County, TX",Washington County,2p2c,"$10,692","$8,245","$15,133","$16,417","$6,862","$8,933","$5,027","$71,308"," 72,435 ", 254 , 85 , 195 , 67 
2792,TX,1,"Laredo, TX MSA",Webb County,2p2c,"$10,980","$7,855","$12,870","$13,080","$6,825","$11,327","$4,311","$67,247"," 51,308 ", 254 , 211 , 33 , 227 
2793,TX,0,"Wharton County, TX",Wharton County,2p2c,"$9,264","$7,585","$14,357","$16,453","$6,105","$8,583","$4,184","$66,533"," 63,081 ", 254 , 231 , 158 , 143 
2794,TX,0,"Wheeler County, TX",Wheeler County,2p2c,"$8,808","$9,205","$15,678","$16,453","$6,527","$8,173","$4,720","$69,563"," 57,265 ", 254 , 124 , 59 , 187 
2795,TX,1,"Wichita Falls, TX MSA",Wichita County,2p2c,"$10,076","$8,545","$14,070","$18,864","$6,747","$11,118","$5,693","$75,113"," 65,570 ", 254 , 47 , 88 , 110 
2796,TX,0,"Wilbarger County, TX",Wilbarger County,2p2c,"$8,808","$8,635","$13,857","$16,453","$6,320","$8,163","$4,160","$66,396"," 56,311 ", 254 , 233 , 69 , 194 
2797,TX,0,"Willacy County, TX",Willacy County,2p2c,"$8,808","$6,506","$14,633","$16,453","$5,549","$8,101","$3,688","$63,738"," 41,038 ", 254 , 250 , 10 , 247 
2798,TX,1,"Austin-Round Rock, TX MSA",Williamson County,2p2c,"$17,941","$9,684","$14,624","$15,810","$10,010","$14,554","$8,456","$91,079"," 103,549 ", 254 , 2 , 233 , 8 
2799,TX,1,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Wilson County,2p2c,"$12,019","$8,005","$15,575","$16,062","$7,255","$11,935","$5,996","$76,846"," 91,145 ", 254 , 37 , 243 , 18 
2800,TX,0,"Winkler County, TX",Winkler County,2p2c,"$8,808","$8,845","$14,430","$16,453","$6,396","$8,302","$4,375","$67,610"," 64,647 ", 254 , 199 , 166 , 124 
2801,TX,1,"Wise County, TX HUD Metro FMR Area",Wise County,2p2c,"$13,044","$9,025","$15,180","$16,744","$7,996","$12,107","$6,679","$80,775"," 77,097 ", 254 , 20 , 163 , 39 
2802,TX,0,"Wood County, TX",Wood County,2p2c,"$9,636","$9,205","$14,711","$16,094","$6,827","$8,486","$4,744","$69,701"," 65,909 ", 254 , 118 , 155 , 106 
2803,TX,0,"Yoakum County, TX",Yoakum County,2p2c,"$8,916","$9,234","$14,948","$16,453","$6,577","$8,186","$4,606","$68,921"," 75,550 ", 254 , 144 , 224 , 48 
2804,TX,0,"Young County, TX",Young County,2p2c,"$8,808","$8,635","$15,181","$16,453","$6,320","$8,230","$4,459","$68,086"," 68,162 ", 254 , 178 , 188 , 90 
2805,TX,0,"Zapata County, TX",Zapata County,2p2c,"$8,808","$7,256","$13,125","$16,453","$5,821","$8,246","$3,614","$63,322"," 43,533 ", 254 , 251 , 14 , 244 
2806,TX,0,"Zavala County, TX",Zavala County,2p2c,"$8,808","$7,286","$13,672","$16,453","$5,831","$8,147","$3,720","$63,917"," 37,248 ", 254 , 249 , 6 , 249 
2807,UT,0,"Beaver County, UT",Beaver County,2p2c,"$8,808","$9,354","$16,207","$15,823","$6,581","$15,057","$9,366","$81,196"," 68,837 ", 29 , 18 , 12 , 19 
2808,UT,1,"Box Elder County, UT HUD Metro FMR Area",Box Elder County,2p2c,"$9,468","$9,234","$16,090","$13,120","$6,777","$13,887","$8,444","$77,020"," 71,243 ", 29 , 29 , 20 , 15 
2809,UT,1,"Logan, UT-ID MSA",Cache County,2p2c,"$9,459","$8,695","$15,354","$14,484","$6,578","$14,159","$8,487","$77,216"," 69,871 ", 29 , 28 , 19 , 18 
2810,UT,0,"Carbon County, UT",Carbon County,2p2c,"$8,808","$8,845","$15,604","$15,823","$6,396","$15,059","$9,000","$79,535"," 65,240 ", 29 , 24 , 8 , 23 
2811,UT,0,"Daggett County, UT",Daggett County,2p2c,"$9,540","$10,404","$17,181","$15,823","$7,226","$15,372","$10,410","$85,956"," 99,326 ", 29 , 6 , 28 , 3 
2812,UT,1,"Ogden-Clearfield, UT HUD Metro FMR Area",Davis County,2p2c,"$13,424","$9,294","$15,480","$12,419","$8,232","$16,589","$10,380","$85,818"," 94,278 ", 29 , 7 , 27 , 5 
2813,UT,0,"Duchesne County, UT",Duchesne County,2p2c,"$9,888","$10,284","$15,876","$15,823","$7,309","$15,663","$10,213","$85,056"," 72,346 ", 29 , 9 , 14 , 11 
2814,UT,0,"Emery County, UT",Emery County,2p2c,"$8,808","$9,294","$16,739","$15,823","$6,559","$14,426","$9,315","$80,965"," 71,920 ", 29 , 20 , 17 , 13 
2815,UT,0,"Garfield County, UT",Garfield County,2p2c,"$8,808","$9,384","$16,923","$15,823","$6,592","$14,765","$9,497","$81,792"," 68,101 ", 29 , 16 , 10 , 20 
2816,UT,0,"Grand County, UT",Grand County,2p2c,"$9,720","$9,984","$15,626","$15,823","$7,140","$15,682","$9,969","$83,944"," 65,255 ", 29 , 11 , 5 , 22 
2817,UT,0,"Iron County, UT",Iron County,2p2c,"$8,808","$8,905","$15,135","$14,791","$6,418","$15,109","$8,611","$77,777"," 65,555 ", 29 , 27 , 11 , 21 
2818,UT,1,"Provo-Orem, UT MSA",Juab County,2p2c,"$8,573","$9,175","$16,759","$15,553","$6,431","$13,581","$8,868","$78,939"," 70,976 ", 29 , 25 , 18 , 16 
2819,UT,0,"Kane County, UT",Kane County,2p2c,"$10,992","$10,074","$16,642","$15,823","$7,633","$15,912","$10,838","$87,914"," 72,120 ", 29 , 4 , 9 , 12 
2820,UT,0,"Millard County, UT",Millard County,2p2c,"$8,808","$9,205","$17,189","$15,823","$6,527","$15,045","$9,582","$82,178"," 69,965 ", 29 , 14 , 15 , 17 
2821,UT,1,"Ogden-Clearfield, UT HUD Metro FMR Area",Morgan County,2p2c,"$14,359","$9,234","$17,184","$13,120","$8,549","$17,190","$11,550","$91,186"," 99,294 ", 29 , 3 , 26 , 4 
2822,UT,0,"Piute County, UT",Piute County,2p2c,"$8,808","$8,695","$17,733","$15,823","$6,342","$15,038","$9,537","$81,977"," 59,536 ", 29 , 15 , 2 , 28 
2823,UT,0,"Rich County, UT",Rich County,2p2c,"$9,540","$9,205","$17,246","$14,754","$6,792","$15,372","$9,670","$82,578"," 63,760 ", 29 , 13 , 4 , 24 
2824,UT,1,"Salt Lake City, UT HUD Metro FMR Area",Salt Lake County,2p2c,"$14,448","$9,234","$14,268","$12,419","$8,581","$17,061","$10,540","$86,552"," 89,468 ", 29 , 5 , 23 , 6 
2825,UT,0,"San Juan County, UT",San Juan County,2p2c,"$8,808","$9,924","$16,464","$15,823","$6,787","$14,462","$9,489","$81,758"," 54,157 ", 29 , 17 , 1 , 29 
2826,UT,0,"Sanpete County, UT",Sanpete County,2p2c,"$9,108","$8,515","$16,633","$15,823","$6,385","$14,672","$9,170","$80,306"," 63,565 ", 29 , 22 , 7 , 25 
2827,UT,0,"Sevier County, UT",Sevier County,2p2c,"$8,808","$8,575","$16,290","$15,823","$6,299","$14,778","$9,011","$79,584"," 62,783 ", 29 , 23 , 6 , 26 
2828,UT,0,"Summit County, UT",Summit County,2p2c,"$15,852","$13,552","$16,580","$12,689","$10,654","$19,642","$14,576","$103,546"," 124,460 ", 29 , 1 , 29 , 1 
2829,UT,1,"Tooele County, UT HUD Metro FMR Area",Tooele County,2p2c,"$11,544","$9,175","$15,700","$12,419","$7,507","$15,474","$9,363","$81,182"," 82,639 ", 29 , 19 , 22 , 8 
2830,UT,0,"Uintah County, UT",Uintah County,2p2c,"$10,896","$9,175","$15,786","$15,823","$7,272","$16,349","$10,341","$85,643"," 75,603 ", 29 , 8 , 16 , 10 
